N,P,K,ph,temperature,humidity,rainfall,label,location,latitude,longitude
36,57,16,8.292875733999999,28.61409059,57.14218792,57.02891698,mothbeans,Pakistan,30.3753,69.3451
11,45,19,3.828031463,28.70012137,44.359648,44.11622138,mothbeans,Pakistan,30.3753,69.3451
6,36,22,8.869532817,24.21610338,59.79236306,42.24783476,mothbeans,India,23.6345,78.9629
17,57,20,3.793575185,28.50677929,45.20094476,66.1761456,mothbeans,Pakistan,30.3753,69.3451
4,47,20,4.193189124,25.97948991,64.95585424,72.19245835,mothbeans,Pakistan,30.3753,69.3451
9,49,16,7.661537347999999,30.88482722,41.36561835,55.053805,mothbeans,Pakistan,30.3753,69.3451
25,51,24,9.392694614,25.5042419,61.66852372,65.07981523,mothbeans,Pakistan,30.3753,69.3451
36,44,21,4.516154055,25.12528913,51.33189406,38.48678973,mothbeans,India,23.6345,78.9629
21,38,20,5.794289715,27.10508014,63.56791363,62.20279647,mothbeans,India,23.6345,78.9629
37,57,20,7.354286985,31.1006247,44.82069159,70.79934452,mothbeans,India,23.6345,78.9629
32,48,18,5.993513566,26.45707778,56.40226277,64.16167699,mothbeans,Sudan,12.8628,30.8025
29,44,20,8.620107545,30.04132304,63.56222995,31.83192392,mothbeans,Sudan,12.8628,30.8025
25,51,18,9.45949344,27.77799528,54.82130787,50.28438729,mothbeans,Sudan,12.8628,30.8025
10,44,24,8.0344125,30.99256944,43.02151392,58.27600682,mothbeans,Sudan,12.8628,30.8025
23,35,18,5.414492777,26.4908332,47.36534833,36.99362831,mothbeans,Pakistan,30.3753,69.3451
9,60,23,6.2760043360000015,31.96987867,57.17377029,64.25520357,mothbeans,Pakistan,30.3753,69.3451
3,58,21,9.160691747,25.36140526,46.82652785,55.60523179,mothbeans,Sudan,12.8628,30.8025
22,42,22,7.887658711,25.54249137,56.96640758,48.46797044,mothbeans,India,23.6345,78.9629
12,39,21,8.183844843,28.99319096,62.85948245,70.4713043,mothbeans,Pakistan,30.3753,69.3451
39,36,22,9.072011412,29.34317422,60.50320928,34.03335472,mothbeans,Sudan,12.8628,30.8025
32,41,16,7.702287236,28.63618921,61.39451307,68.54877876,mothbeans,Pakistan,30.3753,69.3451
30,41,15,5.88509677,24.83206631,44.17085032,52.0810886,mothbeans,India,23.6345,78.9629
19,36,22,6.16496284,25.44689075,58.55363573,57.04826619,mothbeans,Sudan,12.8628,30.8025
4,46,15,3.504752314,31.01274943,62.40392519,63.77192383,mothbeans,India,23.6345,78.9629
21,39,20,7.388007482999999,27.06179658,52.3003173,60.74583498,mothbeans,India,23.6345,78.9629
35,57,25,8.340398059,27.0956288,42.26206161,71.12710390000002,mothbeans,Sudan,12.8628,30.8025
22,55,24,8.66077954,28.56800579,57.30636014,64.53027638,mothbeans,India,23.6345,78.9629
35,51,17,3.558822825,28.79929247,49.84213387,40.85534718,mothbeans,Pakistan,30.3753,69.3451
17,56,17,5.9565851,27.94293692,45.41393636,69.66289997,mothbeans,India,23.6345,78.9629
28,57,17,9.416003106,30.47757686,61.58245338,61.86633917,mothbeans,Sudan,12.8628,30.8025
22,36,16,8.18422855,30.58139475,50.77148138,64.58559639,mothbeans,Pakistan,30.3753,69.3451
11,41,19,5.131779302,26.85911286,41.81420849,44.13827124,mothbeans,Pakistan,30.3753,69.3451
38,38,18,6.294130312999999,26.31051759,61.18749126,35.73403813,mothbeans,Sudan,12.8628,30.8025
23,37,24,7.991902443,28.77833449,44.2252605,33.95825723,mothbeans,Sudan,12.8628,30.8025
25,35,20,8.923095695,28.90245417,43.35365671,71.90018566,mothbeans,Pakistan,30.3753,69.3451
40,45,20,6.878498176,29.37687468,57.69622912,38.34303462,mothbeans,Pakistan,30.3753,69.3451
23,58,19,5.243634848999999,24.17093241,58.25204566,59.18953429,mothbeans,India,23.6345,78.9629
2,56,23,7.550090941,26.65333029,59.79023382,36.91852635,mothbeans,India,23.6345,78.9629
3,56,17,8.709291687999999,28.19912143,53.50567601,52.13580529,mothbeans,Sudan,12.8628,30.8025
26,51,25,7.792508067999999,28.76488954,52.62741529,55.21606732,mothbeans,Sudan,12.8628,30.8025
39,42,20,8.055908857999999,29.3499706,61.25353851,40.82840673,mothbeans,India,23.6345,78.9629
27,59,20,4.397698806,28.00937423,52.60950014,36.01203025,mothbeans,Pakistan,30.3753,69.3451
24,45,19,5.9523849570000005,26.85851927,48.8246387,34.7426459,mothbeans,Pakistan,30.3753,69.3451
7,40,17,8.532078732999999,31.2123945,40.92604945,53.78769958,mothbeans,Pakistan,30.3753,69.3451
15,45,23,7.224193642,24.20422636,61.43378674,46.0203959,mothbeans,India,23.6345,78.9629
26,52,23,4.931890506,29.98835437,49.60384796,52.92929636,mothbeans,Pakistan,30.3753,69.3451
20,45,16,4.626212446,29.93964907,54.61813464,45.43669946,mothbeans,India,23.6345,78.9629
34,54,24,5.026003659,31.2119298,41.55934359,68.80141783,mothbeans,Sudan,12.8628,30.8025
19,51,25,3.5253661,26.80474415,48.23991436,43.87801983,mothbeans,Pakistan,30.3753,69.3451
29,41,21,8.86979671,31.49398069,62.84916863,64.56807592,mothbeans,Pakistan,30.3753,69.3451
20,50,22,9.406887533,30.99694676,46.42693735,38.31597852,mothbeans,India,23.6345,78.9629
11,40,23,5.80428611,29.61253065,63.04749127,50.1978269,mothbeans,India,23.6345,78.9629
15,54,15,8.35495812,29.97604322,57.03184356,44.86052932,mothbeans,Sudan,12.8628,30.8025
35,55,22,8.634929739,30.88883074,52.62696801,55.51932414,mothbeans,Pakistan,30.3753,69.3451
9,59,25,7.699200949,30.39321309,60.16299493,35.37493212,mothbeans,Sudan,12.8628,30.8025
40,45,18,5.261285926,30.43683729,55.20522037,30.92014047,mothbeans,Pakistan,30.3753,69.3451
35,38,19,9.112771682,25.32688786,63.18180319,32.71129281,mothbeans,Sudan,12.8628,30.8025
14,58,17,4.605700542,30.53684308,59.96664731,33.48919022,mothbeans,Sudan,12.8628,30.8025
40,55,18,7.115994051,30.38257873,40.5926071,47.95406479,mothbeans,India,23.6345,78.9629
18,36,23,7.214078621,24.01825377,53.76623369,35.03404425,mothbeans,Sudan,12.8628,30.8025
35,52,15,9.93509073,28.69841277,61.14754363,65.67591794,mothbeans,Sudan,12.8628,30.8025
4,59,22,8.914074888,29.33743412,49.00323081,42.44054315,mothbeans,Pakistan,30.3753,69.3451
22,51,16,8.639586199,27.96583691,61.34900107,70.10472076,mothbeans,Pakistan,30.3753,69.3451
33,47,17,8.621514073,24.86803974,48.27531965,63.9187654,mothbeans,Pakistan,30.3753,69.3451
2,51,17,5.838508699,25.87682261,45.96341933,38.53254678,mothbeans,Pakistan,30.3753,69.3451
16,51,21,3.532008668,31.01963639,49.97675220000001,32.81296548,mothbeans,Pakistan,30.3753,69.3451
19,55,20,7.18530147,27.43329405,87.80507732,54.73367631,mungbean,India,20.5937,78.9629
8,54,20,7.034214276,28.3340432,80.77275974,38.7976407,mungbean,Myanmar,21.9139,95.956
36,55,20,6.635968697999999,27.01470397,84.34262707,55.296354,mungbean,China,35.8617,104.1954
10,56,16,6.828187498999998,28.17432665,81.04554836,36.35720652,mungbean,China,35.8617,104.1954
22,56,17,6.89077995,29.87888063,87.32761241,44.75215854,mungbean,China,35.8617,104.1954
9,57,24,7.165121108999998,29.89232778,89.71503316,42.99498978,mungbean,Myanmar,21.9139,95.956
34,59,23,6.935804256,28.56212158,83.24855855,56.48265193,mungbean,Myanmar,21.9139,95.956
31,51,25,7.196774236,27.53592929,85.57019009999998,53.01899249,mungbean,India,20.5937,78.9629
0,49,18,6.990095452,29.68361658,87.93598094,41.82490236,mungbean,China,35.8617,104.1954
21,39,20,7.064782137999999,28.14448546,82.1193047,46.75690086,mungbean,India,20.5937,78.9629
28,35,22,7.156563094,29.53037621,86.73346018,59.87232071,mungbean,China,35.8617,104.1954
17,52,17,6.364967184,27.88352946,86.45147631,44.64407105,mungbean,Myanmar,21.9139,95.956
24,42,23,6.428054409,28.22471276,82.35916228,44.01206619,mungbean,Myanmar,21.9139,95.956
28,46,16,6.664187809,29.008124,84.96089355,45.91011391,mungbean,Myanmar,21.9139,95.956
21,38,21,6.637677489,29.75538903,86.45193297,37.54602719,mungbean,China,35.8617,104.1954
34,60,25,6.79385576,29.78416743,85.16906976,40.77872823,mungbean,India,20.5937,78.9629
19,53,22,6.852884642999999,27.8640132,80.4513142,42.83053902,mungbean,India,20.5937,78.9629
31,58,15,7.121571293,27.11026483,84.96771717,51.52617423,mungbean,India,20.5937,78.9629
19,35,24,6.883308033,27.11030369,83.64274107,49.11964582,mungbean,Myanmar,21.9139,95.956
24,53,17,6.421271178,28.95451232,89.07866095,57.65901369,mungbean,India,20.5937,78.9629
13,47,20,6.54450214,29.21780035,87.93724219,43.1386631,mungbean,India,20.5937,78.9629
31,53,16,6.452006451,28.7420098,85.81675947,48.54598575,mungbean,India,20.5937,78.9629
28,45,23,6.489259136,29.65021184,80.29868321,56.76278363,mungbean,China,35.8617,104.1954
31,37,21,6.713410626,27.23924995,86.404241,37.31236904,mungbean,India,20.5937,78.9629
33,60,15,6.510840928,28.95172351,81.67085323,56.51103293,mungbean,China,35.8617,104.1954
34,45,21,6.2873801170000005,28.18837136,82.60629652,37.01110438,mungbean,China,35.8617,104.1954
13,57,25,6.86308576,28.30041493,86.20681554,50.47333854,mungbean,China,35.8617,104.1954
33,57,17,6.78415271,27.89636126,88.71782287,57.79863368,mungbean,Myanmar,21.9139,95.956
32,57,22,6.769415887999999,28.6899851,87.50436797,44.56598352,mungbean,China,35.8617,104.1954
23,59,25,6.320768488,27.826262300000003,88.73100226,56.68833819,mungbean,India,20.5937,78.9629
35,41,18,6.705008503999999,28.70562673,81.59200689,59.87065439,mungbean,India,20.5937,78.9629
6,48,24,6.790736339,28.6362812,84.61431076,48.48319335,mungbean,China,35.8617,104.1954
29,36,25,7.130278657000001,28.28511547,88.4393979,48.56690235,mungbean,India,20.5937,78.9629
4,36,22,7.012740397000001,27.60887393,86.13316408,43.80041104,mungbean,India,20.5937,78.9629
10,59,22,7.1556850160000005,28.60901145,86.99495766,36.94616965,mungbean,China,35.8617,104.1954
14,48,21,6.991242362,29.24598976,84.80084105,53.43228915,mungbean,China,35.8617,104.1954
8,50,21,6.218923893,28.62911222,89.11480590000002,50.49913241,mungbean,China,35.8617,104.1954
20,40,15,7.199495367999999,29.57329479,88.07505524,45.04467075,mungbean,Myanmar,21.9139,95.956
36,43,22,6.3898821660000005,27.82684262,87.16679147,58.37249772,mungbean,Myanmar,21.9139,95.956
14,57,15,6.623438282,29.8757015,83.14796296,40.12044158,mungbean,India,20.5937,78.9629
11,60,23,7.033012777000001,27.33684386,88.50229102,51.09802625,mungbean,Myanmar,21.9139,95.956
10,59,15,6.32400451,29.83040388,89.30428305,58.86687093,mungbean,Myanmar,21.9139,95.956
7,60,25,6.397636709,28.2753171,82.76020821,56.04995423,mungbean,India,20.5937,78.9629
2,47,15,6.401455706,29.86860065,85.99127934,58.41394143,mungbean,India,20.5937,78.9629
20,45,22,6.904587016,29.5888162,89.9939693,54.96121262,mungbean,Myanmar,21.9139,95.956
2,39,15,6.478557136,28.07219563,82.9116472,49.61865305,mungbean,China,35.8617,104.1954
27,40,24,7.063022095,27.84026517,89.99615558,52.84626009,mungbean,Myanmar,21.9139,95.956
35,48,15,6.981758362000001,27.10818093,87.45126690000002,55.03723979,mungbean,India,20.5937,78.9629
4,59,25,6.227134139,27.68515114,81.94268594,54.62243308,mungbean,China,35.8617,104.1954
1,48,24,6.232836962,29.34594634,85.60472562,59.03629954,mungbean,India,20.5937,78.9629
36,43,21,7.140437859,28.36319404,84.8593608,52.93031105,mungbean,China,35.8617,104.1954
11,46,24,6.459252023,27.65280218,89.80650642,56.52558045,mungbean,Myanmar,21.9139,95.956
34,47,19,6.568795403999999,27.31372793,85.44815232,53.15223123,mungbean,Myanmar,21.9139,95.956
21,44,18,7.12851089,27.06909959,86.89934108,50.46746116,mungbean,China,35.8617,104.1954
17,58,20,6.42937879,28.06642822,85.91625451,39.23831035,mungbean,Myanmar,21.9139,95.956
25,40,21,6.248900919,27.73329078,81.13903037,44.17580911,mungbean,China,35.8617,104.1954
2,38,18,6.619891497999999,27.53632932,89.92908171,45.48591922,mungbean,India,20.5937,78.9629
9,48,20,6.377568542000001,29.66461594,84.28187572,56.09542002,mungbean,India,20.5937,78.9629
37,49,25,6.415459592,29.914544300000006,85.85384444,41.39081525,mungbean,India,20.5937,78.9629
36,38,15,6.3206620120000006,28.36363858,87.59810657,57.99524359,mungbean,China,35.8617,104.1954
40,58,15,6.978400282000001,29.46416042,87.60890009,43.15411472,mungbean,China,35.8617,104.1954
30,44,16,6.442335592999999,29.73013036,82.89166381,50.91511275,mungbean,Myanmar,21.9139,95.956
1,59,23,7.184398832,27.46852989,87.17649,43.78420984,mungbean,India,20.5937,78.9629
9,48,22,6.402926221,27.77076285,87.09979549,49.50812624,mungbean,China,35.8617,104.1954
14,41,17,7.085982325,29.12939524,88.48312598,36.45012824,mungbean,India,20.5937,78.9629
35,52,19,6.698574085,27.10606808,89.89593328,37.45680611,mungbean,China,35.8617,104.1954
31,48,17,6.594739424,28.88078945,86.94206817,53.79732545,mungbean,Myanmar,21.9139,95.956
4,41,20,6.647965508,28.14720892,83.8001509,37.44800463,mungbean,China,35.8617,104.1954
30,37,25,7.120032489,29.89129144,80.14487166,54.7960127,mungbean,India,20.5937,78.9629
9,35,20,6.91380932,27.41503453,80.98004661,40.53173216,mungbean,India,20.5937,78.9629
20,41,20,7.073048264,29.27308605,89.4875022,50.9246554,mungbean,Myanmar,21.9139,95.956
37,50,23,6.5304707,29.65296893,88.48587386,56.01913159,mungbean,China,35.8617,104.1954
34,35,21,6.684381357,28.44524991,82.67639542,58.18713162,mungbean,Myanmar,21.9139,95.956
14,37,15,6.581351374,27.96235681,83.97586797,48.9366954,mungbean,China,35.8617,104.1954
23,39,22,6.86483915,29.25649321,81.97952224,42.02483277,mungbean,China,35.8617,104.1954
5,45,21,6.487124217000001,28.36291385,88.00989267,43.05130077,mungbean,China,35.8617,104.1954
22,37,20,6.605733067999999,27.62749466,86.49366929,39.26137642,mungbean,China,35.8617,104.1954
40,51,17,6.860602782000001,28.66086349,86.12194568,50.01534317,mungbean,Myanmar,21.9139,95.956
27,56,20,6.41874299,29.2114218,87.11497805,51.53848218,mungbean,Myanmar,21.9139,95.956
31,40,22,6.365513634,29.40889385,86.16063492,53.35486977,mungbean,Myanmar,21.9139,95.956
38,36,21,6.5563729660000005,28.02952623,84.8845732,36.12042927,mungbean,China,35.8617,104.1954
6,37,17,6.760694227999999,28.08657178,80.35005927,38.14476781,mungbean,China,35.8617,104.1954
6,47,18,6.715276662999999,29.16174608,80.28038146,40.16545979,mungbean,China,35.8617,104.1954
24,44,17,6.666380512000001,29.8596912,80.03499648,50.66487502,mungbean,Myanmar,21.9139,95.956
25,59,19,6.626629798,29.06631494,83.6869203,43.95183726,mungbean,Myanmar,21.9139,95.956
32,56,21,6.702772465,27.38538997,88.66663953,58.29933073,mungbean,China,35.8617,104.1954
8,45,18,7.011030515,27.93034941,85.42058715,43.25095608,mungbean,Myanmar,21.9139,95.956
19,39,17,6.890156495,29.2808618,81.8009244,44.47427436,mungbean,India,20.5937,78.9629
39,37,15,6.821747052,28.9973145,83.78911515,59.84499208,mungbean,China,35.8617,104.1954
33,37,19,7.183189922,27.92678579,86.5543196,43.4826194,mungbean,India,20.5937,78.9629
26,54,17,6.27258822,28.5474135,88.9570454,49.4897245,mungbean,Myanmar,21.9139,95.956
21,51,15,6.679127482,29.36488409,89.1886954,48.30159325,mungbean,Myanmar,21.9139,95.956
22,54,20,6.689825155,28.56149805,83.63802195,41.013132,mungbean,China,35.8617,104.1954
29,45,16,6.583381939,28.43683487,87.91332682,43.12063289,mungbean,Myanmar,21.9139,95.956
4,40,21,6.725551062,28.79728147,80.45744422,44.30070517,mungbean,China,35.8617,104.1954
10,37,22,7.069747813999999,28.7275267,89.12760359,58.52974279,mungbean,Myanmar,21.9139,95.956
4,44,19,6.921993877999999,27.95639663,83.52706038,43.25726752,mungbean,India,20.5937,78.9629
20,45,17,6.770955317,28.17458662,83.69659318,37.2464655,mungbean,Myanmar,21.9139,95.956
23,45,23,6.983130466,28.77653519,86.69133979,56.12443206,mungbean,Myanmar,21.9139,95.956
25,48,21,6.267684328,28.438097,83.48991368,52.55469976,mungbean,China,35.8617,104.1954
56,79,15,7.454532137,29.48439992,63.19915325,71.89090748,blackgram,Thailand,15.87,100.9925
25,62,21,7.040056094,26.73433965,68.13999721,67.15096376,blackgram,Myanmar,21.9139,95.956
42,61,22,7.418650668,26.27274407,62.28814857,70.23207557,blackgram,Myanmar,21.9139,95.956
42,73,25,6.501869314,34.03679184,67.21113844,73.23573601,blackgram,Thailand,15.87,100.9925
44,58,18,6.814410927999999,28.03644051,65.06601664,72.49507741,blackgram,Myanmar,21.9139,95.956
50,55,16,7.581442888,28.81460716,65.33538112,62.26242533,blackgram,Myanmar,21.9139,95.956
35,72,21,7.741418772,34.03619494,64.28791388,66.85510868,blackgram,Thailand,15.87,100.9925
30,64,20,6.573531614,33.8642935,61.57072498,68.02199825,blackgram,India,20.5937,78.9629
27,64,21,7.543804222999999,32.84213012,68.68401492,73.67166182,blackgram,Thailand,15.87,100.9925
50,74,17,6.5408208,27.10053268,63.36085585,73.84949872,blackgram,Myanmar,21.9139,95.956
39,73,24,7.22405917,25.65842532,61.18235808,69.28607828,blackgram,Thailand,15.87,100.9925
57,67,25,7.551364319,32.34744009,66.61452812,64.55882254,blackgram,India,20.5937,78.9629
52,63,19,6.928898659,29.58949031,68.32176769,67.53021213,blackgram,Myanmar,21.9139,95.956
55,66,22,7.747775262999999,30.91219459,68.79427388,66.63830637,blackgram,Myanmar,21.9139,95.956
51,56,18,6.706505915,28.12787838,64.2097765,70.86340755,blackgram,India,20.5937,78.9629
36,66,15,6.668238556,30.08545364,69.34811988,67.1367443,blackgram,Myanmar,21.9139,95.956
59,55,19,7.332375138,31.74379487,62.51007687,68.97097538,blackgram,Myanmar,21.9139,95.956
50,58,23,7.596802025,27.81326852,62.50460464,69.75555541,blackgram,Thailand,15.87,100.9925
30,65,25,7.70650895,32.88733849,64.59457409,71.50569456,blackgram,Thailand,15.87,100.9925
20,62,18,7.366542647,29.36358721,64.98742947,61.91208707,blackgram,Myanmar,21.9139,95.956
58,71,15,6.919243702,27.82592799,67.58618829999999,74.01229707,blackgram,India,20.5937,78.9629
25,71,24,7.187721817999999,28.49538735,60.44848407,74.91559514,blackgram,Myanmar,21.9139,95.956
52,71,16,7.0758864720000005,27.74274761,68.53997144,71.78615328,blackgram,India,20.5937,78.9629
40,63,18,6.74441168,30.41588462,67.66323804,63.02473185,blackgram,India,20.5937,78.9629
20,60,25,6.726469087999999,27.3254209,69.09047809,61.19250859,blackgram,Myanmar,21.9139,95.956
48,61,21,6.628264883,30.28496619,61.69295127,65.62859526,blackgram,Thailand,15.87,100.9925
49,68,22,7.127064207,28.56840626,61.53278622,63.49726331,blackgram,Thailand,15.87,100.9925
48,62,15,7.538631462000001,25.36586097,66.6379724,65.81655892,blackgram,Myanmar,21.9139,95.956
32,66,17,7.162357641,34.9466155,65.26774011,70.1415139,blackgram,Thailand,15.87,100.9925
21,63,22,6.859409487000001,25.09737391,67.72837887,74.61649888,blackgram,Myanmar,21.9139,95.956
20,72,19,7.397190844,32.47648301,64.34848735,65.82045699999999,blackgram,Thailand,15.87,100.9925
25,65,21,6.880245789,33.86351172,68.59232289,69.24464096,blackgram,Thailand,15.87,100.9925
41,78,21,6.581313137,25.19857725,60.37332688,70.88787207,blackgram,Thailand,15.87,100.9925
53,67,17,7.296972161,31.77681682,69.01852894,61.46892873,blackgram,Myanmar,21.9139,95.956
39,60,21,6.97297656,34.89814946,63.59948557,64.72797143,blackgram,Myanmar,21.9139,95.956
25,76,17,7.241148507,31.74105409,68.63525428,62.3061735,blackgram,India,20.5937,78.9629
21,78,19,6.92009048,27.16159076,66.76017239,69.85112265,blackgram,India,20.5937,78.9629
57,60,17,7.504608385,26.23773129,67.88521396,73.58663968,blackgram,India,20.5937,78.9629
56,75,15,7.152272256,30.20157245,60.06534859,66.37171179,blackgram,India,20.5937,78.9629
49,72,15,7.137004749,31.55846339,67.83563765,74.86960831,blackgram,India,20.5937,78.9629
24,80,19,6.8080417220000005,29.67892453,69.0854554,65.66436565,blackgram,Thailand,15.87,100.9925
49,76,18,7.393631868,27.05365239,67.7017527,60.4693835,blackgram,Myanmar,21.9139,95.956
28,68,19,7.69950698,34.63880966,61.38597868,72.43169115,blackgram,India,20.5937,78.9629
55,78,21,6.602888248999999,33.39438752,62.93692886,63.57445989,blackgram,Myanmar,21.9139,95.956
50,64,25,6.734447425,28.84079155,63.37230676,70.25496749,blackgram,Myanmar,21.9139,95.956
34,80,19,6.521217963,31.49338309,63.0563645,71.48327008,blackgram,India,20.5937,78.9629
20,68,23,7.707332484,25.54960633,63.95425534,63.1830529,blackgram,Myanmar,21.9139,95.956
55,67,16,6.596719015,34.37329112,69.69366426,70.27184748,blackgram,India,20.5937,78.9629
23,70,15,7.403623355,34.600824700000004,63.11296779,60.41790253,blackgram,India,20.5937,78.9629
53,74,15,7.517097,29.43463808,64.94329356,72.17818157,blackgram,Myanmar,21.9139,95.956
26,67,16,7.17620823,29.10713092,67.90577375,67.83345933,blackgram,India,20.5937,78.9629
33,80,22,6.593961761,28.57006111,65.71765781,70.0866434,blackgram,India,20.5937,78.9629
37,79,19,7.143942758,27.54384835,69.3478631,69.40878198,blackgram,Myanmar,21.9139,95.956
33,75,21,6.690655045,33.04687968,68.93875631,62.30278274,blackgram,Myanmar,21.9139,95.956
22,55,20,7.423530351,33.95309131,69.96100028,61.16350463,blackgram,India,20.5937,78.9629
20,68,17,6.578714842999999,30.11873003,60.11680815,71.72980375,blackgram,India,20.5937,78.9629
43,68,20,7.497469256,29.57812712,66.17587668,69.43895491,blackgram,Myanmar,21.9139,95.956
44,76,22,7.775306272000001,27.26458947,68.01232937,68.91754359,blackgram,India,20.5937,78.9629
34,60,16,7.322555222999999,31.35730791,64.24992106,63.85668948,blackgram,Myanmar,21.9139,95.956
21,72,17,7.580527339,31.52104732,66.55723677,61.71111448,blackgram,India,20.5937,78.9629
25,68,19,7.1084501210000015,29.39982732,64.25510719,67.47677295,blackgram,India,20.5937,78.9629
41,62,15,7.358974541,29.38400259,64.14928485,65.24194361,blackgram,Myanmar,21.9139,95.956
28,65,23,7.405176138,28.38686534,61.88871127,74.24459122,blackgram,Myanmar,21.9139,95.956
35,64,15,6.500144962,28.47442276,63.53604453,69.5274407,blackgram,India,20.5937,78.9629
52,58,16,7.167435834,30.64095781,61.14508627,71.36947525,blackgram,India,20.5937,78.9629
58,75,25,7.261791753,25.25596239,61.36669662,68.64685069,blackgram,India,20.5937,78.9629
34,66,19,7.586642101,32.97030511,60.18122078,73.44678678,blackgram,Myanmar,21.9139,95.956
52,70,16,7.534811832999999,33.66855394,66.60416867,67.32520551,blackgram,Myanmar,21.9139,95.956
23,57,19,7.251000789,32.83963757,67.99803573,73.40452716,blackgram,India,20.5937,78.9629
42,58,25,6.513620917999999,27.45853567,62.90020977,69.46020927,blackgram,Thailand,15.87,100.9925
37,62,17,7.121254928,25.68576704,69.84354028,74.62068748,blackgram,Myanmar,21.9139,95.956
44,75,22,7.574561547,30.0328403,64.14800537,71.21006868,blackgram,India,20.5937,78.9629
21,80,20,7.350869792,28.20667264,68.27085245,64.32887142,blackgram,Thailand,15.87,100.9925
56,76,16,7.5131510760000015,28.27265858,61.18956161,63.29900785,blackgram,Thailand,15.87,100.9925
29,76,15,7.0256077060000015,28.541723600000005,64.2020154,69.68862306,blackgram,Myanmar,21.9139,95.956
43,61,20,6.804253866,26.87187036,61.61367264,63.51822045,blackgram,Myanmar,21.9139,95.956
55,60,15,7.163043872,32.79766751,68.77994074,64.11411069,blackgram,India,20.5937,78.9629
44,63,15,7.338929556,26.42333018,64.51136845,63.46546487,blackgram,Myanmar,21.9139,95.956
29,67,21,6.621323612,29.79181107,63.38789228,63.02169909,blackgram,Myanmar,21.9139,95.956
47,63,16,6.661870999,27.44003279,67.10464369,72.50669768,blackgram,Myanmar,21.9139,95.956
40,68,17,7.733149554,34.1262979,65.14877461,70.40795007,blackgram,India,20.5937,78.9629
58,61,15,7.402891666,30.94908189,64.23364112,62.78730907,blackgram,India,20.5937,78.9629
41,74,18,6.599147297999999,28.75751783,61.02701476,73.37686831,blackgram,Myanmar,21.9139,95.956
58,79,17,7.04174124,27.24766491,66.10123083,62.31842057,blackgram,Thailand,15.87,100.9925
27,62,24,7.353876754,28.63005477,66.770943,62.2737345,blackgram,Thailand,15.87,100.9925
27,60,17,7.026795358999999,26.41768321,63.64698302,64.42177127,blackgram,India,20.5937,78.9629
52,65,20,6.814301033,32.81705216,66.15665137,68.83924882,blackgram,Myanmar,21.9139,95.956
44,55,25,7.42160832,29.6321052,65.91359954,71.16331975,blackgram,India,20.5937,78.9629
21,62,24,6.8473828910000005,33.49077065,62.73317204,65.45328463,blackgram,Thailand,15.87,100.9925
60,59,22,7.191522601,31.86847286,66.74217464,74.22238583,blackgram,India,20.5937,78.9629
33,77,21,7.01285529,30.32992227,65.62971858,71.64631281,blackgram,India,20.5937,78.9629
59,58,17,7.368318809,28.546224,66.31394098,62.83469851,blackgram,Myanmar,21.9139,95.956
29,63,17,7.26154329,30.02629908,67.88811637,66.47264636,blackgram,Thailand,15.87,100.9925
59,63,18,6.52669158,31.65531175,60.13263713,66.69096751,blackgram,India,20.5937,78.9629
29,70,15,6.872594461,30.33499674,63.54718862,74.16699119,blackgram,Myanmar,21.9139,95.956
58,73,16,6.874142175,33.36984395,65.67718163,64.89517488,blackgram,India,20.5937,78.9629
55,77,22,7.76061831,31.4345059,62.99303471,64.77651469,blackgram,Myanmar,21.9139,95.956
42,79,23,6.781841984,27.71678273,63.29103387,68.56507978,blackgram,India,20.5937,78.9629
44,77,21,7.326980454,32.63918668,61.3009051,61.83876146,blackgram,Thailand,15.87,100.9925
38,62,25,7.453975408,32.7477393,67.77954584,63.37784443,blackgram,Thailand,15.87,100.9925
32,76,15,7.604110177000001,28.05153602,63.49802189,43.35795377,lentil,Canada,56.1304,-106.3468
13,61,22,7.728832424,19.44084326,63.27771461,46.83130119,lentil,Turkey,38.9637,35.2433
38,60,20,7.491217102,29.84823072,60.63872613,46.80452595,lentil,Turkey,38.9637,35.2433
11,74,17,6.633864582,21.36383757,69.92375891,46.6352865,lentil,Turkey,38.9637,35.2433
37,71,16,7.324863481,26.28663931,68.51966729,46.13833007,lentil,India,20.5937,78.9629
29,71,18,6.410441476,22.17499963,62.13873825,53.46622584,lentil,Canada,56.1304,-106.3468
2,72,18,7.836719564,26.57597546,60.97876599,50.89110726,lentil,Turkey,38.9637,35.2433
6,59,21,6.139215944,26.58972517,66.14007674,50.90994463,lentil,Canada,56.1304,-106.3468
13,64,20,6.590571088,19.1345771,62.57526895,36.46946971,lentil,Canada,56.1304,-106.3468
8,58,17,7.286049977999999,28.75273118,69.15640149,35.15426171,lentil,India,20.5937,78.9629
6,77,20,6.058306161,25.78746268,60.2816298,49.14337177,lentil,Turkey,38.9637,35.2433
2,75,22,6.658605362,23.89271875,61.78779413,52.55730112,lentil,Canada,56.1304,-106.3468
3,69,23,7.299360767,28.67408774,63.18832976,42.96018627,lentil,India,20.5937,78.9629
27,80,24,7.815210661,28.42062847,61.77336343,49.02366803,lentil,India,20.5937,78.9629
39,78,15,5.925391795,21.35499456,62.60136323,41.78219834,lentil,Canada,56.1304,-106.3468
40,79,17,6.403683619,21.12695586,63.18738532,38.71834464,lentil,Turkey,38.9637,35.2433
